Student_ID,CGPA,Technical_Skills_Count,Soft_Skills_Count,Projects_Count,Certifications_Count,Internship_Experience,Workshops_Attended,Hackathons_Participated,Eligible
13442,8.74,2,5,4,2,1,4,4,0
13443,9.56,4,1,1,4,1,3,4,0
13444,8.77,4,2,0,1,1,1,2,0
13445,6.14,5,0,5,0,0,3,0,0
13446,9.44,5,5,2,3,0,0,2,1
13447,6.94,5,2,1,1,1,0,1,0
13448,7.88,6,2,2,1,1,2,1,1
13449,9.16,3,3,3,1,0,0,3,1
13450,5.94,2,1,1,3,0,3,3,0
13451,8.92,4,2,1,4,1,4,3,0
13452,7.98,7,3,2,3,1,4,3,1
13453,9.47,0,3,4,3,0,1,4,0
13454,5.86,1,5,3,0,0,0,3,0
13455,7.1,4,1,2,3,0,1,4,1
13456,9.16,6,1,1,3,0,0,1,0
13457,5.1,4,0,4,4,1,4,2,0
13458,5.56,0,2,3,3,1,4,3,0
13459,9.95,4,3,4,3,1,5,3,1
13460,6.4,7,0,2,3,1,2,0,0
13461,9.88,4,5,4,3,0,4,1,1
13462,5.91,4,2,1,0,0,0,1,0
13463,6.81,5,2,1,0,0,4,0,0
13464,8.76,5,0,0,3,1,4,0,0
13465,8.29,2,3,3,3,0,4,1,0
13466,7.91,5,0,2,0,1,3,4,1
13467,7.65,4,2,4,0,0,5,4,1
13468,9.22,1,0,5,3,0,1,4,0
13469,6.17,7,0,1,3,0,3,4,0
13470,7.21,6,5,0,4,0,2,1,0
13471,5.78,5,2,2,0,0,5,0,0
13472,7.98,2,1,1,0,0,5,2,0
13473,6.25,6,5,2,0,0,0,3,0
13474,6.67,2,3,1,2,1,3,0,0
13475,7.36,3,2,2,1,0,0,0,1
13476,5.13,4,5,1,0,0,2,4,0
13477,5.46,7,5,5,2,1,5,1,0
13478,8.43,6,1,5,1,1,1,0,1
13479,7.14,1,0,5,1,0,0,3,0
13480,9.32,1,1,5,0,0,1,4,0
13481,8.47,3,2,4,1,1,2,3,1
13482,5.04,1,5,3,2,1,5,0,0
13483,8.08,6,5,1,0,1,1,3,0
13484,5.47,2,2,2,3,1,2,0,0
13485,8.9,0,0,1,3,1,4,2,0
13486,9.96,2,5,0,3,1,5,3,0
13487,7.66,5,2,5,2,1,2,3,1
13488,8.41,0,4,4,2,0,2,4,0
13489,6.19,1,1,5,1,0,1,2,0
13490,7.19,7,4,5,2,1,0,0,1
13491,9.28,4,4,0,0,1,4,3,0
13492,5.84,6,1,2,4,1,3,3,0
13493,6.33,0,2,1,3,0,5,2,0
13494,7.23,2,1,1,1,0,3,4,0
13495,8.56,2,0,0,1,1,0,0,0
13496,6.88,5,4,3,3,0,0,2,0
13497,9.64,2,5,4,3,1,4,2,0
13498,5.47,6,4,1,0,0,2,0,0
13499,6.85,6,2,1,1,0,0,0,0
13500,8.54,5,1,2,3,0,4,1,1
13501,6.13,2,5,0,2,1,0,2,0
13502,8.28,3,3,2,1,0,5,4,1
13503,5.82,1,5,4,2,0,2,0,0
13504,5.28,7,2,1,3,0,5,4,0
13505,5.61,4,2,0,0,1,0,1,0
13506,9.65,5,2,5,1,0,4,0,1
13507,7.76,3,1,0,1,1,2,1,0
13508,8.98,1,2,0,3,1,2,0,0
13509,6.66,6,0,4,2,1,5,4,0
13510,7.96,5,0,3,4,0,0,2,1
13511,7.47,0,4,3,3,0,1,4,0
13512,9.73,3,4,3,2,0,1,2,1
13513,8.74,5,1,2,2,1,5,1,1
13514,8.65,6,3,2,4,1,5,2,1
13515,5.23,3,4,4,1,1,1,2,0
13516,7.75,3,4,0,0,0,0,3,0
13517,7.33,3,4,3,4,1,0,1,1
13518,9.64,0,5,1,3,0,5,2,0
13519,6.29,2,4,3,2,1,0,2,0
13520,6.35,6,2,4,4,1,3,1,0
13521,7.06,3,4,3,2,1,3,0,1
13522,6.22,1,5,1,1,0,4,2,0
13523,5.65,7,1,1,2,0,4,4,0
13524,9.29,2,5,1,0,0,5,4,0
13525,7.79,0,2,4,3,1,2,3,0
13526,9.31,4,5,3,1,1,4,0,1
13527,9.16,7,2,4,2,0,4,1,1
13528,6.41,0,1,5,0,0,3,1,0
13529,7.74,4,3,1,0,1,1,0,0
13530,5.42,1,4,3,3,0,4,3,0
13531,9.58,4,0,2,1,0,4,1,1
13532,7.02,5,3,4,3,0,4,0,1
13533,6.97,3,4,2,3,1,4,2,0
13534,6.51,2,0,5,0,0,3,2,0
13535,7.3,6,2,2,4,1,1,0,1
13536,6.26,5,5,0,2,1,5,4,0
13537,6.87,2,2,1,1,1,3,4,0
13538,9.0,3,2,5,4,0,3,1,1
13539,9.17,2,4,2,3,0,1,3,0
13540,6.52,0,1,4,1,0,0,1,0
13541,7.35,3,2,1,3,1,4,0,0
13542,9.37,3,2,5,1,1,4,4,1
13543,5.26,2,2,1,1,1,3,3,0
13544,9.45,6,5,5,2,0,2,3,1
13545,6.1,5,4,4,0,1,4,1,0
13546,8.39,4,0,3,2,1,0,3,1
13547,7.91,6,3,4,2,0,3,2,1
13548,7.76,6,2,3,4,0,1,2,1
13549,9.3,1,3,1,2,1,0,2,0
13550,5.51,6,1,4,1,0,2,0,0
13551,6.74,4,1,2,3,0,5,0,0
13552,7.69,0,1,4,4,1,2,4,0
13553,9.06,3,2,2,1,1,2,2,1
13554,6.08,3,3,2,3,1,1,3,0
13555,9.01,0,0,1,3,0,0,3,0
13556,7.0,1,4,3,4,0,2,2,0
13557,5.94,3,3,3,2,1,2,1,0
13558,8.79,4,4,2,4,0,5,3,1
13559,5.45,0,3,3,4,1,3,2,0
13560,7.57,3,2,4,4,0,1,1,1
13561,5.32,4,0,2,3,1,2,0,0
13562,6.78,0,2,2,2,1,1,3,0
13563,8.01,0,1,0,0,0,2,0,0
13564,7.78,0,0,4,3,1,4,1,0
13565,7.02,7,5,3,4,0,4,4,1
13566,7.15,1,5,3,3,1,0,4,0
13567,6.13,0,3,0,1,1,0,2,0
13568,7.28,6,2,4,2,1,5,1,1
13569,9.77,5,4,1,0,1,5,2,0
13570,9.25,2,2,1,2,0,1,1,0
13571,5.73,2,2,4,1,0,1,4,0
13572,5.15,0,3,3,0,0,3,1,0
13573,9.67,3,3,5,3,1,1,3,1
13574,7.63,6,1,1,0,0,0,4,0
13575,7.69,6,0,5,4,0,3,1,1
13576,8.9,2,2,5,1,1,2,1,0
13577,6.57,4,4,1,4,1,0,4,0
13578,7.41,4,5,3,1,0,2,0,1
13579,9.84,3,5,4,3,1,0,0,1
13580,8.36,4,3,0,3,1,4,2,0
13581,5.77,5,3,4,4,0,4,2,0
13582,5.67,3,1,0,1,0,3,3,0
13583,6.02,4,0,5,1,1,5,4,0
13584,8.83,0,5,5,3,0,1,1,0
13585,6.48,6,1,4,2,0,3,0,0
13586,5.11,4,3,1,4,0,1,0,0
13587,9.72,6,4,5,4,1,5,2,1
13588,5.85,0,1,2,1,0,3,2,0
13589,5.05,4,2,2,0,0,2,1,0
13590,6.19,4,3,3,3,1,3,2,0
13591,6.18,4,3,4,3,0,1,3,0
13592,7.11,0,1,4,2,1,2,4,0
13593,9.6,7,4,3,0,1,2,1,1
13594,9.4,4,1,3,0,0,3,3,1
13595,7.28,4,4,0,0,0,0,2,0
13596,7.05,6,3,0,2,1,5,4,0
13597,7.78,5,1,2,3,1,4,0,1
13598,6.22,1,0,1,0,0,4,0,0
13599,5.26,7,5,4,3,1,3,0,0
13600,9.7,0,1,2,3,0,0,2,0
13601,5.93,5,1,2,2,0,2,2,0
13602,5.99,2,0,1,3,0,2,3,0
13603,7.36,6,0,2,1,0,5,3,1
13604,7.46,3,2,2,3,1,1,1,1
13605,5.09,6,0,1,1,0,1,2,0
13606,5.74,1,4,2,0,0,0,0,0
13607,6.89,5,5,4,1,0,3,0,0
13608,8.42,5,5,3,0,0,3,4,1
13609,6.14,4,2,1,1,0,1,3,0
13610,7.12,2,4,5,1,0,4,2,0
13611,7.79,2,2,3,0,1,0,1,0
13612,9.44,4,2,4,2,1,3,1,1
13613,6.63,5,5,5,3,0,2,0,0
13614,5.67,6,4,2,1,0,5,3,0
13615,7.45,5,3,2,4,1,2,4,1
13616,8.73,4,5,5,2,0,3,0,1
13617,5.55,1,3,5,3,0,0,3,0
13618,7.12,7,1,2,2,0,4,1,1
13619,5.09,0,3,3,2,1,4,0,0
13620,5.17,1,5,5,0,0,5,2,0
13621,7.41,0,1,0,4,0,3,4,0
13622,6.49,2,3,3,3,1,0,2,0
13623,9.23,3,1,0,2,0,4,3,0
13624,8.01,4,5,3,0,1,3,3,1
13625,7.27,1,1,4,3,1,1,1,0
13626,7.04,2,5,3,0,0,1,3,0
13627,7.49,1,0,3,3,1,5,3,0
13628,5.2,5,5,1,2,0,4,3,0
13629,9.46,0,1,5,1,1,5,1,0
13630,9.99,4,5,2,4,0,0,3,1
13631,5.91,5,5,2,1,0,5,4,0
13632,5.6,0,4,5,1,1,4,3,0
13633,5.72,5,4,2,2,0,0,3,0
13634,8.31,0,1,0,0,1,4,3,0
13635,8.31,7,4,4,4,0,2,1,1
13636,9.24,0,3,0,1,1,1,0,0
13637,8.76,5,4,1,0,0,5,1,0
13638,7.25,2,0,1,4,1,1,3,0
13639,8.06,4,4,5,2,0,0,4,1
13640,8.44,3,3,3,4,0,4,4,1
13641,7.56,7,5,1,3,1,1,4,0
13642,7.38,7,3,1,2,0,3,1,0
13643,8.23,7,1,4,1,0,4,3,1
13644,7.79,1,2,1,3,1,0,4,0
13645,8.22,7,3,3,0,0,0,3,1
13646,8.06,6,1,2,1,0,3,4,1
13647,8.6,0,1,0,3,0,2,3,0
13648,8.21,7,4,0,2,0,5,3,0
13649,7.6,4,4,0,3,0,1,0,0
13650,8.41,1,1,3,3,0,2,0,0
13651,7.25,4,5,4,1,0,5,2,1
13652,6.21,5,0,3,3,0,0,1,0
13653,5.01,1,5,0,4,1,0,0,0
13654,7.8,4,1,3,1,1,5,2,1
13655,7.95,3,4,3,4,0,5,1,1
13656,9.86,6,3,3,3,1,4,2,1
13657,6.81,4,0,2,4,0,0,2,0
13658,6.97,6,2,3,2,0,1,1,0
13659,6.01,4,5,4,2,0,1,4,0
13660,5.35,6,3,2,3,1,0,4,0
13661,8.86,0,4,5,4,0,2,2,0
13662,6.25,6,3,5,3,0,4,3,0
13663,8.04,6,3,3,2,1,0,3,1
13664,8.44,0,4,1,4,1,4,2,0
13665,7.36,0,3,0,2,1,3,0,0
13666,9.38,5,1,2,4,0,3,0,1
13667,7.22,6,5,1,1,1,3,3,0
13668,6.42,4,0,0,3,1,3,0,0
13669,9.48,7,5,4,4,0,3,2,1
13670,9.31,3,4,1,4,0,2,0,0
13671,5.82,1,0,4,1,0,2,3,0
13672,5.13,7,1,4,0,0,5,4,0
13673,5.45,0,4,1,1,1,2,3,0
13674,6.43,2,1,1,4,1,0,4,0
13675,9.86,4,2,2,0,0,3,3,1
13676,7.79,3,2,4,2,1,4,0,1
13677,6.87,3,2,1,3,0,3,0,0
13678,9.44,0,0,4,0,0,0,3,0
13679,7.27,5,5,3,2,1,0,4,1
13680,6.58,0,5,3,4,0,0,2,0
13681,9.71,5,2,3,0,0,5,0,1
13682,9.25,7,2,4,1,0,5,3,1
13683,9.22,2,1,4,3,0,2,2,0
13684,7.56,2,3,1,1,1,5,3,0
13685,8.95,0,3,1,1,0,4,0,0
13686,5.9,1,5,2,3,0,5,1,0
13687,7.87,7,5,2,1,1,5,4,1
13688,9.92,6,2,2,4,0,3,4,1
13689,6.45,0,5,5,1,0,0,0,0
13690,8.97,0,3,0,4,0,3,4,0
13691,7.45,7,2,3,1,1,3,3,1
13692,5.2,3,2,4,4,1,2,2,0
13693,8.82,0,0,5,0,0,3,2,0
13694,5.84,0,4,3,4,1,5,2,0
13695,8.16,0,3,4,3,0,1,3,0
13696,5.43,1,2,5,1,0,4,3,0
13697,9.73,3,3,0,0,1,1,1,0
13698,6.46,4,0,4,1,0,5,4,0
13699,6.13,7,0,2,4,0,2,2,0
13700,5.65,4,2,5,1,0,3,0,0
13701,9.73,4,3,3,2,1,4,3,1
13702,8.56,4,3,3,0,1,4,0,1
13703,8.71,3,3,3,2,1,3,3,1
13704,7.5,0,0,0,1,1,0,0,0
13705,7.37,4,1,5,4,1,3,4,1
13706,5.55,7,1,3,0,1,1,2,0
13707,7.8,0,3,1,0,1,4,4,0
13708,6.23,6,3,2,4,0,3,0,0
13709,9.89,6,4,2,0,0,1,3,1
13710,8.98,4,2,4,4,0,0,3,1
13711,7.06,1,0,0,2,0,5,0,0
13712,5.76,7,4,4,1,0,0,3,0
13713,8.93,0,3,4,0,1,0,3,0
13714,5.61,3,5,2,0,0,5,2,0
13715,5.95,5,1,5,0,1,0,2,0
13716,6.06,1,1,5,2,1,5,4,0
13717,7.78,7,4,1,4,1,2,1,0
13718,8.94,5,1,0,4,0,5,3,0
13719,6.57,1,1,0,2,1,2,1,0
13720,5.42,3,5,0,1,0,5,3,0
13721,7.32,1,2,1,2,0,2,1,0
13722,8.74,6,3,0,0,0,0,2,0
13723,6.11,0,4,3,1,1,0,0,0
13724,6.1,2,5,1,3,1,5,4,0
13725,9.74,2,0,4,1,1,4,4,0
13726,9.77,4,0,3,2,0,5,2,1
13727,9.95,6,5,5,0,0,3,4,1
13728,9.04,4,3,4,1,1,3,2,1
13729,5.94,0,0,0,4,0,2,0,0
13730,6.06,3,5,1,1,1,5,4,0
13731,6.7,0,1,5,3,0,3,3,0
13732,6.59,4,2,3,1,1,5,4,0
13733,9.78,1,4,1,1,1,2,1,0
13734,8.95,5,4,1,1,1,5,4,0
13735,8.62,6,1,5,0,0,3,1,1
13736,5.93,0,3,1,2,1,4,3,0
13737,9.55,0,2,4,0,1,0,1,0
13738,9.14,3,0,1,1,1,1,3,0
13739,5.82,4,4,0,4,1,4,0,0
13740,9.36,7,4,3,4,1,3,4,1
13741,6.36,0,3,2,4,1,1,1,0
13742,5.4,1,2,1,1,0,1,0,0
13743,8.28,5,5,3,1,1,1,0,1
13744,8.27,1,0,4,3,1,0,1,0
13745,5.47,2,4,4,3,1,4,4,0
13746,6.59,4,4,1,2,1,2,2,0
13747,9.96,1,0,5,1,1,0,0,0
13748,8.39,3,2,5,1,1,0,0,1
13749,8.65,5,2,1,4,1,2,1,0
13750,6.06,4,2,5,3,0,1,3,0
13751,5.39,1,4,0,0,1,1,3,0
13752,6.38,0,5,2,3,1,5,2,0
13753,6.24,4,1,5,2,0,3,2,0
13754,6.17,1,4,1,0,0,1,4,0
13755,5.96,7,3,1,4,1,5,2,0
13756,7.87,6,3,0,3,1,3,3,0
13757,6.64,0,5,4,1,0,2,3,0
13758,9.1,2,4,5,2,0,1,4,0
13759,5.92,5,4,2,2,1,5,1,0
13760,7.32,4,0,4,0,1,0,0,1
13761,5.07,4,2,1,0,0,3,1,0
13762,7.41,1,5,2,2,1,4,4,0
13763,5.28,2,0,1,3,1,0,1,0
13764,9.89,3,5,0,1,0,5,3,0
13765,8.95,1,3,0,4,0,1,4,0
13766,7.45,1,3,4,1,0,1,4,0
13767,5.43,3,1,3,3,0,5,2,0
13768,7.96,7,2,4,0,0,3,1,1
13769,8.79,3,2,2,4,1,4,3,1
13770,5.95,3,5,0,1,1,4,0,0
13771,7.84,5,3,4,1,1,2,3,1
13772,9.07,3,0,0,4,1,1,0,0
13773,8.84,6,4,3,2,0,2,2,1
13774,9.01,3,2,4,4,0,5,1,1
13775,9.4,0,4,0,1,1,3,3,0
13776,9.69,0,3,1,4,0,1,0,0
13777,7.03,3,1,5,1,1,2,2,1
13778,7.84,5,3,3,3,0,2,3,1
13779,8.95,5,4,5,2,0,5,0,1
13780,8.49,2,3,1,4,1,3,1,0
13781,9.98,5,2,5,3,0,5,0,1
13782,5.07,6,5,2,3,0,3,3,0
13783,6.78,6,5,3,2,0,5,3,0
13784,6.41,2,4,0,0,1,4,4,0
13785,6.31,3,4,1,4,1,0,0,0
13786,6.11,5,1,2,2,1,5,3,0
13787,8.55,0,2,1,2,0,3,3,0
13788,5.42,2,0,3,1,1,3,2,0
13789,8.71,0,1,5,2,1,5,1,0
13790,8.47,6,2,1,2,0,1,3,0
13791,6.25,1,5,1,4,0,5,3,0
13792,6.26,7,0,4,2,0,4,0,0
13793,8.14,6,5,0,2,1,3,0,0
13794,8.81,6,4,1,0,0,2,3,0
13795,9.38,0,5,4,3,0,2,4,0
13796,9.26,3,1,5,4,0,4,1,1
13797,9.82,5,4,0,0,0,4,0,0
13798,7.91,6,4,3,4,1,1,3,1
13799,9.54,5,4,3,3,0,3,3,1
13800,9.04,7,2,4,2,0,5,2,1
13801,9.47,4,0,4,2,0,3,4,1
13802,5.06,7,2,3,1,1,5,1,0
13803,9.83,7,4,2,3,0,2,0,1
13804,7.37,3,1,5,2,0,5,3,1
13805,8.99,7,5,0,4,1,2,3,0
13806,5.64,1,4,0,4,0,0,1,0
13807,6.98,5,0,4,1,1,4,0,0
13808,6.36,0,2,5,2,0,4,3,0
13809,6.46,2,0,0,4,0,3,3,0
13810,5.62,6,2,2,3,0,5,1,0
13811,9.03,3,5,0,1,0,0,1,0
13812,5.05,7,0,4,2,1,1,2,0
13813,6.56,5,0,1,2,1,4,4,0
13814,5.87,2,2,1,1,1,3,2,0
13815,7.95,0,2,4,0,1,3,4,0
13816,6.27,7,2,1,4,0,3,4,0
13817,6.29,5,3,5,4,0,2,0,0
13818,7.44,7,5,0,1,1,3,2,0
13819,8.26,7,0,4,2,1,0,0,1
13820,5.61,1,3,4,0,0,0,1,0
13821,5.88,6,3,4,3,1,1,1,0
13822,6.24,6,4,1,2,0,2,4,0
13823,9.87,3,3,3,4,0,0,3,1
13824,6.99,2,3,1,1,0,5,4,0
13825,7.99,5,2,4,0,0,3,4,1
13826,6.21,6,2,0,4,0,1,0,0
13827,7.45,3,1,5,4,1,2,4,1
13828,5.37,7,5,3,2,1,0,1,0
13829,5.17,5,0,4,1,1,4,2,0
13830,7.34,3,5,5,0,0,1,4,1
13831,6.99,2,3,1,2,1,1,1,0
13832,5.68,1,3,2,3,0,2,4,0
13833,8.44,3,0,4,4,1,1,3,1
13834,9.96,1,5,0,2,1,2,1,0
13835,6.98,1,2,2,4,0,5,4,0
13836,8.12,6,2,2,2,1,4,3,1
13837,9.81,6,0,1,1,0,2,0,0
13838,9.16,0,0,1,0,1,1,1,0
13839,7.32,5,2,5,1,1,0,3,1
13840,8.69,2,0,3,4,1,1,1,0
13841,5.64,7,5,4,4,1,1,1,0
13842,7.56,0,2,5,2,0,2,0,0
13843,6.4,4,0,3,2,0,2,4,0
13844,5.81,7,2,3,2,1,5,0,0
13845,7.13,6,1,2,4,0,5,1,1
13846,5.66,5,2,1,0,1,1,0,0
13847,8.49,0,2,2,3,1,0,3,0
13848,7.28,7,3,4,3,0,1,4,1
13849,7.66,3,5,3,3,0,1,4,1
13850,5.73,3,2,3,3,1,3,4,0
13851,5.7,3,0,4,1,0,0,1,0
13852,7.92,4,4,5,0,0,1,1,1
13853,9.93,1,0,3,3,0,4,4,0
13854,5.48,6,3,1,0,0,0,0,0
13855,6.43,3,0,1,0,0,0,4,0
13856,9.35,7,1,3,3,1,5,1,1
13857,5.36,5,4,4,1,1,5,0,0
13858,9.38,5,4,2,2,1,5,2,1
13859,7.62,6,5,3,2,1,0,0,1
13860,7.04,0,3,0,1,0,0,1,0
13861,6.55,1,5,1,4,0,5,0,0
13862,6.49,0,4,0,3,1,5,3,0
13863,6.53,0,2,0,4,0,2,1,0
13864,9.42,3,3,0,0,0,0,4,0
13865,8.62,0,5,3,2,1,2,1,0
13866,8.35,7,1,3,4,0,5,0,1
13867,8.99,7,4,0,0,1,5,2,0
13868,6.29,6,4,3,0,1,0,4,0
13869,8.09,4,3,0,1,0,4,0,0
13870,7.3,5,4,0,0,0,3,0,0
13871,8.91,5,4,5,4,0,2,0,1
13872,6.55,5,1,2,0,0,3,0,0
13873,8.22,6,1,5,3,0,2,2,1
13874,9.41,7,3,2,1,0,2,1,1
13875,7.01,7,4,2,3,0,0,2,1
13876,5.33,1,5,4,4,0,1,1,0
13877,7.58,3,0,1,0,1,0,4,0
13878,6.73,3,3,3,4,0,1,0,0
13879,8.36,6,5,2,0,0,0,0,1
13880,9.76,0,1,1,0,0,0,0,0
13881,7.43,0,0,1,0,1,5,3,0
13882,7.33,2,5,5,1,1,4,0,0
13883,8.27,2,5,3,4,1,4,3,0
13884,5.52,3,4,5,1,0,4,2,0
13885,6.27,6,3,4,0,1,3,1,0
13886,9.59,3,3,0,1,0,2,3,0
13887,8.35,0,1,2,1,1,2,2,0
13888,5.07,6,2,4,2,1,0,4,0
13889,6.02,7,2,3,1,0,2,1,0
13890,8.41,4,2,4,4,0,4,3,1
13891,8.82,4,3,5,3,1,5,2,1
13892,9.2,5,1,1,4,0,5,4,0
13893,6.46,0,1,4,4,1,4,1,0
13894,9.66,6,2,2,3,1,1,3,1
13895,7.76,2,0,4,1,0,1,1,0
13896,8.48,7,2,4,3,0,3,1,1
13897,7.98,2,3,1,3,0,2,4,0
13898,5.61,4,0,5,4,1,1,3,0
13899,9.82,3,1,4,4,0,5,4,1
13900,5.61,0,4,1,2,0,2,4,0
13901,6.27,5,5,2,0,1,5,1,0
13902,9.07,7,0,2,1,0,5,0,1
13903,8.09,5,1,0,3,0,1,0,0
13904,9.19,3,0,5,4,0,3,4,1
13905,7.58,2,2,0,4,0,4,3,0
13906,6.88,4,0,1,1,0,0,1,0
13907,9.61,3,0,0,2,1,0,4,0
13908,5.18,2,0,0,4,0,5,3,0
13909,9.28,2,3,3,3,0,0,0,0
13910,6.15,6,5,0,1,0,0,4,0
13911,9.24,5,3,5,3,0,4,2,1
13912,5.7,2,5,4,0,0,1,4,0
13913,7.9,3,2,2,4,1,3,3,1
13914,9.44,1,4,0,1,1,3,3,0
13915,7.37,4,3,1,4,0,0,4,0
13916,8.73,2,4,3,0,1,0,2,0
13917,9.02,3,3,3,1,1,0,0,1
13918,8.68,7,1,2,3,1,0,2,1
13919,9.63,5,1,2,3,1,2,2,1
13920,7.23,0,0,1,0,0,5,3,0
13921,5.87,5,4,1,4,0,1,4,0
13922,5.24,6,0,5,1,0,0,2,0
13923,6.23,4,5,5,3,1,5,4,0
13924,5.72,0,0,1,3,0,5,2,0
13925,7.79,0,3,3,4,0,1,1,0
13926,5.92,5,3,3,0,1,3,3,0
13927,5.19,3,0,1,0,1,1,2,0
13928,5.18,5,5,0,0,1,2,1,0
13929,9.16,7,3,5,3,1,3,3,1
13930,7.96,1,5,0,3,0,5,3,0
13931,6.79,3,1,1,3,0,0,4,0
13932,9.47,3,1,1,3,1,0,2,0
13933,5.35,4,4,3,3,0,5,4,0
13934,9.9,7,1,0,3,0,3,2,0
13935,8.08,6,5,5,2,1,0,1,1
13936,5.92,6,0,2,1,1,0,2,0
13937,8.4,3,2,2,0,0,0,1,1
13938,8.82,7,3,4,1,1,3,2,1
13939,7.15,7,0,5,4,1,2,1,1
13940,9.31,7,3,2,0,0,2,4,1
13941,5.75,4,4,0,0,0,1,2,0
13942,6.39,2,0,3,3,0,5,4,0
13943,5.47,4,0,0,3,0,2,3,0
13944,6.05,6,0,0,4,0,2,0,0
13945,6.19,3,4,2,1,0,0,2,0
13946,9.59,2,0,1,1,0,1,1,0
13947,5.39,2,3,4,1,0,2,4,0
13948,7.14,1,2,2,4,1,1,1,0
13949,7.66,5,0,2,2,1,5,4,1
13950,9.49,3,4,2,1,1,3,0,1
13951,9.99,0,4,4,0,0,5,3,0
13952,8.77,5,0,3,0,0,2,0,1
13953,9.85,3,4,5,3,1,0,1,1
13954,8.94,0,1,2,3,1,4,2,0
13955,9.82,5,5,3,1,1,0,3,1
13956,8.54,6,4,3,1,0,4,4,1
13957,5.4,1,2,0,3,0,4,3,0
13958,7.01,3,1,1,0,0,5,2,0
13959,8.23,5,3,4,4,1,3,2,1
13960,6.75,1,1,1,4,0,2,1,0
13961,6.37,0,2,3,4,0,4,0,0
13962,7.89,4,5,3,1,1,4,4,1
13963,9.67,6,1,4,4,1,4,3,1
13964,5.17,3,0,1,2,0,1,2,0
13965,8.85,2,4,0,1,1,2,0,0
13966,8.61,2,0,1,2,0,4,1,0
13967,9.82,1,0,2,1,0,2,1,0
13968,9.65,6,0,1,1,0,5,4,0
13969,8.81,4,1,3,4,1,1,0,1
13970,7.6,2,3,4,1,0,0,1,0
13971,6.02,7,5,2,2,1,0,4,0
13972,7.73,2,4,3,0,1,4,2,0
13973,8.83,7,1,1,2,0,1,3,0
13974,9.48,3,5,4,3,1,0,4,1
13975,8.95,2,0,2,1,0,3,0,0
13976,5.98,6,2,1,2,1,3,2,0
13977,8.0,6,2,2,4,1,5,3,1
13978,6.66,7,0,0,3,1,3,0,0
13979,5.05,0,3,0,0,1,5,1,0
13980,6.0,1,5,4,2,0,5,0,0
13981,5.57,6,4,0,2,0,5,3,0
13982,9.21,5,5,3,2,1,4,3,1
13983,6.29,2,1,1,3,0,4,0,0
13984,6.42,3,3,2,4,1,0,3,0
13985,9.8,7,2,2,3,1,5,0,1
13986,6.9,5,0,5,4,0,4,2,0
13987,5.05,0,1,0,4,1,5,3,0
13988,6.42,7,3,2,0,1,0,3,0
13989,5.6,5,5,2,1,0,5,2,0
13990,5.51,7,3,1,1,1,4,2,0
13991,5.39,2,3,4,2,0,5,4,0
13992,7.97,1,5,5,1,0,1,1,0
13993,5.95,1,1,2,2,0,2,0,0
13994,6.81,6,4,0,3,1,3,3,0
13995,9.31,1,5,0,1,0,3,3,0
13996,7.12,2,1,5,0,0,1,2,0
13997,9.58,0,5,4,0,0,4,0,0
13998,7.49,6,0,2,0,0,0,1,1
13999,6.99,4,1,2,3,0,2,0,0
14000,8.75,5,3,2,2,1,0,4,1
14001,5.37,6,4,4,3,0,5,2,0
14002,5.45,1,4,0,3,0,2,2,0
14003,8.26,0,0,2,3,0,5,1,0
14004,7.43,7,0,5,4,1,0,4,1
14005,8.95,7,2,2,3,1,2,4,1
14006,9.58,3,2,5,1,0,5,3,1
14007,6.94,3,2,5,2,1,5,0,0
14008,7.98,7,1,3,0,0,1,2,1
14009,7.5,0,4,1,4,0,1,3,0
14010,9.91,3,0,4,2,1,1,1,1
14011,9.16,3,2,1,2,1,4,1,0
14012,9.56,1,0,4,3,0,5,2,0
14013,6.27,2,2,1,0,0,2,1,0
14014,8.86,2,1,3,2,1,0,0,0
14015,6.33,2,5,1,1,0,4,4,0
14016,6.04,2,1,2,0,1,5,3,0
14017,9.72,0,3,1,1,0,2,2,0
14018,5.1,6,0,1,4,0,4,3,0
14019,9.83,1,5,0,2,0,3,4,0
14020,5.75,0,5,4,4,0,4,1,0
14021,9.1,7,3,1,1,0,3,3,0
14022,6.38,5,5,5,4,1,4,0,0
14023,6.75,5,1,2,1,0,0,1,0
14024,6.08,3,5,2,3,0,5,1,0
14025,7.93,7,1,4,3,0,3,0,1
14026,6.74,1,5,3,4,1,3,3,0
14027,8.29,4,5,4,1,1,3,1,1
14028,5.08,7,0,2,2,0,1,4,0
14029,5.32,2,3,3,0,1,5,0,0
14030,5.5,5,5,3,4,1,2,1,0
14031,7.09,5,5,0,2,0,2,1,0
14032,9.07,7,3,5,1,0,4,0,1
14033,9.44,3,3,1,1,1,2,1,0
14034,6.22,2,0,5,4,0,5,4,0
14035,7.87,2,0,5,2,0,4,0,0
14036,8.84,2,0,0,4,0,3,2,0
14037,6.44,6,4,1,3,1,2,3,0
14038,7.05,5,5,0,1,0,4,1,0
14039,7.62,7,1,3,3,1,3,0,1
14040,5.67,4,4,1,4,0,5,3,0
14041,5.13,3,4,2,1,0,1,3,0
14042,5.76,7,1,3,4,0,0,2,0
14043,8.13,2,5,4,0,1,2,2,0
14044,5.37,2,2,3,2,0,3,4,0
14045,5.95,1,2,2,1,1,0,3,0
14046,6.69,2,2,0,1,0,0,2,0
